type	latitude	longitude	altitude (m)	eos	name	desc
T	22.204152700	113.856967300	69.4			
T	22.204183000	113.857195200	74.2			
T	22.204287200	113.857484800	84.9			
T	22.204251200	113.857607000	82.3			
T	22.204206500	113.857741300	79.5			
T	22.204233800	113.857868300	79.6			
T	22.204281200	113.857973700	80.1			
T	22.204256300	113.858219600	71.9			
T	22.204281300	113.858344400	69.1			
T	22.204307400	113.858386000	68.6			
T	22.204371900	113.858373800	72.0			
T	22.204577700	113.858336200	82.2			
T	22.204687300	113.858340400	87.1			
T	22.204756500	113.858303900	91.8			
T	22.204864900	113.858262600	98.2			
T	22.204940200	113.858212700	103.4			
T	22.205059400	113.858196600	108.2			
T	22.205110700	113.858237100	108.3			
T	22.205117900	113.858298200	106.2			
T	22.205102300	113.858516500	97.9			
T	22.204978500	113.858954500	84.7			
T	22.204975000	113.859301700	84.9			
T	22.205163700	113.859645000	89.0			
T	22.205427000	113.859822000	92.0			
T	22.205814400	113.859983000	86.7			
T	22.206000200	113.860067100	84.6			
T	22.206196900	113.860056700	84.0			
T	22.206300200	113.860098600	81.3			
T	22.206413400	113.860075700	80.6			
T	22.206462900	113.860073100	80.1			
T	22.206512500	113.860032900	80.7			
T	22.206544800	113.859975200	82.3			
T	22.206585400	113.859968200	82.1			
T	22.206623000	113.860066400	78.6			
T	22.206699200	113.860145700	76.0			
T	22.206855200	113.860216600	75.1			
T	22.207011300	113.860208300	77.5			
T	22.207081200	113.860152200	80.8			
T	22.207149100	113.860156000	82.3			
T	22.207196700	113.860191100	82.2			
T	22.207259600	113.860224400	83.3			
T	22.207323300	113.860358700	83.0			
T	22.207355300	113.860493900	81.6			
T	22.207412700	113.860625600	82.0			
T	22.207512900	113.860744700	83.4			
T	22.207572900	113.860817400	83.4			
T	22.207671000	113.860863000	83.9			
T	22.207792200	113.860849400	84.2			
T	22.207971400	113.860794600	84.6			
T	22.208150700	113.860771300	84.0			
T	22.208221000	113.860749000	83.5			
T	22.208285600	113.860695400	83.1			
T	22.208345200	113.860690000	82.4			
T	22.208432000	113.860612400	82.3			
T	22.208548800	113.860510300	82.7			
T	22.208687800	113.860411000	84.9			
T	22.208738600	113.860408600	86.1			
T	22.208817000	113.860330600	89.6			
T	22.208910100	113.860417800	90.3			
T	22.208949700	113.860313400	94.7			
T	22.209119400	113.860493900	96.2			
T	22.209330800	113.860815900	102.4			
T	22.209372800	113.860964600	101.6			
T	22.209533900	113.861122900	103.3			
T	22.209725200	113.861240600	104.8			
T	22.210169600	113.861299300	97.6			
T	22.210535800	113.861312500	95.3			
T	22.210833700	113.861269600	94.3			
T	22.211092000	113.861226600	108.2			
T	22.211310500	113.861162300	127.7			
T	22.211444600	113.861076800	137.7			
T	22.211716700	113.861092700	128.4			
T	22.211858000	113.861181400	122.6			
T	22.211899900	113.861207700	120.9			
T	22.212071600	113.861332600	119.0			
T	22.212154400	113.861403500	120.1			
T	22.212177900	113.861487700	121.3			
T	22.212142900	113.861594400	120.2			
T	22.211742300	113.861758300	104.6			
T	22.211529000	113.861956200	94.7			
T	22.211370100	113.862235200	91.9			
T	22.211171400	113.862535600	100.5			
T	22.211012500	113.862642900	102.9			
T	22.210893300	113.862878900	107.3			
T	22.210714500	113.863200800	105.7			
T	22.210476200	113.863436800	98.9			
T	22.210237800	113.863672800	94.6			
T	22.210019200	113.863973200	96.5			
T	22.209800700	113.864338000	102.1			
T	22.209602100	113.864488200	101.7			
T	22.209323900	113.864638400	103.9			
T	22.208986200	113.864659900	98.3			
T	22.208728000	113.864810100	98.6			
T	22.208509500	113.865131900	100.2			
T	22.208390300	113.865453800	99.4			
T	22.208251200	113.865711300	96.4			
T	22.208072400	113.866033200	96.0			
T	22.207970500	113.866417500	102.7			
T	22.207696300	113.866711400	98.5			
T	22.207516200	113.866955800	96.5			
T	22.207389400	113.867071400	95.3			
T	22.207331400	113.867179700	95.3			
T	22.207323200	113.867321100	95.5			
T	22.207412300	113.867511100	96.7			
T	22.207605600	113.867728300	97.8			
T	22.207883700	113.868028700	97.6			
T	22.208092300	113.868221800	100.0			
T	22.208356500	113.868500600	101.3			
T	22.208494500	113.868557300	101.6			
T	22.208572900	113.868559900	102.1			
T	22.209064300	113.868533600	99.1			
T	22.209087700	113.868534800	99.1			
T	22.209110800	113.868538400	98.9			
T	22.209129800	113.868543800	98.8			
T	22.209148200	113.868552700	98.5			
T	22.209163000	113.868561600	98.3			
T	22.209178300	113.868573600	98.2			
T	22.209192300	113.868587400	98.2			
T	22.209217600	113.868618100	97.9			
T	22.209262300	113.868675000	97.3			
T	22.209647300	113.869197100	96.7			
T	22.209697000	113.869259700	96.7			
T	22.209982700	113.869598900	95.4			
T	22.210014400	113.869632900	95.2			
T	22.210036400	113.869654000	95.0			
T	22.210056900	113.869669900	95.0			
T	22.210086700	113.869688800	95.2			
T	22.210117400	113.869703900	95.5			
T	22.210143500	113.869714100	95.8			
T	22.210165300	113.869719800	96.2			
T	22.210191900	113.869724500	96.8			
T	22.210221500	113.869725900	97.5			
T	22.210385300	113.869719800	100.6			
T	22.210409000	113.869721500	100.9			
T	22.210429100	113.869726600	101.1			
T	22.210450400	113.869736100	101.2			
T	22.210469200	113.869747900	101.2			
T	22.210486000	113.869761800	101.2			
T	22.210501800	113.869779100	101.0			
T	22.210517900	113.869799100	100.8			
T	22.210541800	113.869833600	100.4			
T	22.210563500	113.869863000	100.2			
T	22.210586700	113.869891600	100.1			
T	22.210608800	113.869916400	100.1			
T	22.210658200	113.869965600	100.1			
T	22.210681600	113.869985800	100.1			
T	22.210707800	113.870003800	100.1			
T	22.210904800	113.870114900	98.8			
T	22.210926900	113.870128900	98.7			
T	22.210946100	113.870143200	98.6			
T	22.210962100	113.870158000	98.4			
T	22.210977000	113.870174900	98.0			
T	22.210988800	113.870193100	97.5			
T	22.211000400	113.870215600	96.8			
T	22.211012400	113.870242200	95.9			
T	22.211057600	113.870366200	93.2			
T	22.211069300	113.870392600	92.8			
T	22.211079100	113.870412700	92.5			
T	22.211088900	113.870430900	92.3			
T	22.211099100	113.870447900	92.1			
T	22.211111300	113.870465700	91.9			
T	22.211123400	113.870481400	91.8			
T	22.211141500	113.870502100	91.6			
T	22.211156300	113.870518200	91.4			
T	22.211170900	113.870532100	91.2			
T	22.211187300	113.870544700	91.1			
T	22.211253900	113.870590300	92.0			
T	22.211265600	113.870599500	92.1			
T	22.211276100	113.870610800	92.3			
T	22.211285500	113.870624000	92.4			
T	22.211297600	113.870645900	92.5			
T	22.211308100	113.870668600	92.5			
T	22.211316700	113.870692600	92.5			
T	22.211321100	113.870709600	92.4			
T	22.211322700	113.870725500	92.3			
T	22.211323400	113.870744600	92.2			
T	22.211322100	113.870764700	92.0			
T	22.211319600	113.870785200	91.8			
T	22.211317000	113.870799200	91.7			
T	22.211313200	113.870814200	91.6			
T	22.211307400	113.870831700	91.4			
T	22.211261400	113.870949500	93.9			
T	22.211254800	113.870969400	94.2			
T	22.211249300	113.870989900	94.7			
T	22.211284700	113.871313800	103.3			
T	22.211254200	113.871426600	103.9			
T	22.211042300	113.871665800	94.3			
T	22.211123400	113.871903400	93.1			
T	22.211188400	113.872151700	92.1			
T	22.211346200	113.872242600	97.6			
T	22.211549100	113.872194100	103.0			
T	22.211763900	113.872374000	100.8			
T	22.211915200	113.872365800	102.2			
T	22.212105800	113.872238700	107.3			
T	22.212199900	113.872206000	108.8			
T	22.212337300	113.872301700	111.6			
T	22.212283900	113.872706500	103.1			
T	22.212274000	113.872835200	101.4			
T	22.212343500	113.873103500	98.2			
T	22.212522300	113.873232200	96.9			
T	22.212930200	113.873308200	102.8			
T	22.213145600	113.873473000	101.4			
T	22.213445600	113.873612200	104.6			
T	22.213714600	113.873647900	110.2			
T	22.213819300	113.873980700	101.9			
T	22.213873100	113.874369500	93.1			
T	22.213891900	113.874538300	88.6			
T	22.214045800	113.874613400	84.4			
T	22.214199200	113.874688300	80.1			
T	22.214409500	113.874530400	83.0			
T	22.214528700	113.874326600	85.2			
T	22.214697900	113.873998200	88.5			
T	22.214868700	113.873958800	88.6			
T	22.215219800	113.874363100	84.3			
T	22.215295800	113.874492500	83.6			
T	22.215309700	113.874628300	81.3			
T	22.215321900	113.874748000	79.3			
T	22.215333200	113.874830800	78.5			
T	22.215371100	113.875192800	77.5			
T	22.215502000	113.875603300	80.9			
T	22.215534200	113.875687100	81.1			
T	22.215575900	113.875747000	82.3			
T	22.215642300	113.875787900	85.1			
T	22.215707300	113.875821900	87.8			
T	22.215747000	113.875886600	88.8			
T	22.215759200	113.875953700	88.4			
T	22.215766700	113.876131100	86.1			
T	22.215769500	113.876320200	83.0			
T	22.215764700	113.876391400	81.5			
T	22.215742600	113.876462600	80.2			
T	22.215697300	113.876542900	77.9			
T	22.215661000	113.876622500	76.0			
T	22.215660400	113.876685900	75.8			
T	22.215674200	113.876749200	76.2			
T	22.215710500	113.876866600	77.7			
T	22.215969000	113.877534100	74.3			
T	22.216127800	113.877867100	72.5			
T	22.216201000	113.877926900	73.6			
T	22.216252000	113.877947500	74.6			
T	22.216311600	113.877946300	76.1			
T	22.216388900	113.877907100	78.7			
T	22.216469800	113.877839300	82.0			
T	22.216573700	113.877814900	85.3			
T	22.216655700	113.877818500	87.4			
T	22.216703200	113.877848500	87.1			
T	22.216744200	113.877942800	84.5			
T	22.216753500	113.878049500	81.1			
T	22.216733700	113.878296200	77.9			
T	22.216747100	113.878443600	76.5			
T	22.216793300	113.878575200	76.1			
T	22.216858300	113.878682800	76.4			
T	22.216923400	113.878790300	77.1			
T	22.217086100	113.878990000	77.2			
T	22.217133900	113.879026500	77.1			
T	22.217186600	113.879030100	77.9			
T	22.217305300	113.879011100	80.1			
T	22.217383300	113.879031200	80.7			
T	22.217432500	113.879067200	80.5			
T	22.217535300	113.879182100	79.6			
T	22.217766600	113.879444200	75.8			
T	22.218095000	113.879791500	78.0			
T	22.218153600	113.879887600	79.2			
T	22.218298100	113.880173700	76.7			
T	22.218496700	113.880534200	67.7			
T	22.218527300	113.880569700	67.5			
T	22.218567000	113.880593300	68.0			
T	22.218643500	113.880608000	69.9			
T	22.218706800	113.880600800	72.1			
T	22.218762500	113.880590200	74.1			
T	22.218823100	113.880589400	76.0			
T	22.218880900	113.880609300	77.0			
T	22.218930600	113.880650000	76.9			
T	22.218964500	113.880702500	76.0			
T	22.219033500	113.880812600	74.3			
T	22.219086500	113.880892100	72.6			
T	22.219146000	113.880958900	71.8			
T	22.219233200	113.880970300	74.1			
T	22.219336000	113.880962500	77.5			
T	22.219395900	113.880954500	79.6			
T	22.219464800	113.880940800	81.8			
T	22.219521300	113.880941700	82.6			
T	22.219578100	113.880968300	82.6			
T	22.219620000	113.881003100	82.0			
T	22.219747300	113.881173500	77.9			
T	22.219883100	113.881355900	72.8			
T	22.219931900	113.881407900	71.6			
T	22.220012700	113.881469200	70.5			
T	22.220096700	113.881485700	70.7			
T	22.220204500	113.881482400	71.7			
T	22.220284600	113.881433800	74.1			
T	22.220348700	113.881368600	75.1			
T	22.220396300	113.881260000	75.2			
T	22.220404400	113.881112500	76.2			
T	22.220458300	113.880500700	80.3			
T	22.220471200	113.880394300	82.8			
T	22.220500600	113.880290900	84.2			
T	22.220529400	113.880229800	84.9			
T	22.220574300	113.880191000	85.0			
T	22.220621100	113.880177900	85.3			
T	22.220665700	113.880183100	84.9			
T	22.220719100	113.880197100	84.1			
T	22.220770000	113.880221700	82.8			
T	22.220868500	113.880298400	79.8			
T	22.220940000	113.880366000	78.3			
T	22.220994200	113.880402100	77.2			
T	22.221055000	113.880422200	76.4			
T	22.221117500	113.880397200	77.2			
T	22.221180100	113.880334500	78.9			
T	22.221422700	113.880100000	84.3			
T	22.221500500	113.880027400	85.5			
T	22.221602500	113.879973100	85.2			
T	22.221666000	113.879968200	84.4			
T	22.221736400	113.879991000	83.1			
T	22.221834800	113.880040600	80.5			
T	22.221944700	113.880050400	78.7			
T	22.222067100	113.880038700	78.5			
T	22.222187300	113.880014600	78.7			
T	22.222302100	113.879982800	78.6			
T	22.222372900	113.879950800	79.6			
T	22.222430000	113.879930100	80.6			
T	22.222478200	113.879923500	80.8			
T	22.222534300	113.879935400	79.7			
T	22.222605600	113.879966400	77.2			
T	22.222667000	113.879998800	74.7			
T	22.222721500	113.880046000	73.5			
T	22.222860600	113.880222900	69.5			
T	22.222914700	113.880275800	68.5			
T	22.222980600	113.880303100	68.7			
T	22.223064700	113.880292900	70.0			
T	22.223155700	113.880265800	73.6			
T	22.223249400	113.880225000	77.9			
T	22.223330200	113.880207900	80.9			
T	22.223399000	113.880206700	82.4			
T	22.223457100	113.880228500	83.0			
T	22.223529700	113.880276900	83.3			
T	22.223640500	113.880363300	81.7			
T	22.223679900	113.880391800	81.1			
T	22.223726600	113.880420900	80.7			
T	22.223835600	113.880425300	82.4			
T	22.223919200	113.880442800	83.4			
T	22.223986200	113.880506000	83.1			
T	22.224057700	113.880602000	82.8			
T	22.224100900	113.880713300	83.3			
T	22.224086700	113.880840300	82.5			
T	22.224018300	113.880963700	81.3			
T	22.223953900	113.881099800	79.2			
T	22.223933400	113.881292500	76.8			
T	22.223930300	113.881319500	76.5			
T	22.223936500	113.881378300	76.3			
T	22.223963200	113.881448300	76.6			
T	22.223985400	113.881531000	76.5			
T	22.224040200	113.881687000	76.7			
T	22.224064300	113.881832900	75.4			
T	22.224116900	113.882077400	75.8			
T	22.224140000	113.882197700	76.8			
T	22.224113400	113.882273700	76.2			
T	22.224076800	113.882345500	75.4			
T	22.224044500	113.882429300	75.2			
T	22.224034400	113.882511000	75.8			
T	22.224046000	113.882600000	76.4			
T	22.224026400	113.882912400	76.5			
T	22.224091000	113.883187400	79.4			
T	22.224142000	113.883382200	83.8			
T	22.224163600	113.883596000	91.4			
T	22.224173000	113.883722800	94.3			
T	22.224165500	113.883782500	95.0			
T	22.224151700	113.883832600	95.3			
T	22.224099700	113.883910600	94.3			
T	22.224001100	113.884005100	91.5			
T	22.223970500	113.884064000	91.2			
T	22.223983100	113.884160700	93.6			
T	22.224046400	113.884310200	98.6			
T	22.224074900	113.884410800	101.6			
T	22.224083400	113.884508500	102.3			
T	22.224052600	113.884650200	99.9			
T	22.223993800	113.884802100	95.7			
T	22.223945200	113.884939200	90.7			
T	22.223930300	113.885012900	88.5			
T	22.223934800	113.885073400	88.2			
T	22.223960700	113.885171900	88.8			
T	22.224007300	113.885236900	91.1			
T	22.224086700	113.885389700	94.7			
T	22.224196600	113.885584900	98.7			
T	22.224302200	113.885801300	90.7			
T	22.224349300	113.885928200	87.1			
T	22.224375800	113.886055500	83.6			
T	22.224347400	113.886251400	80.4			
T	22.224327900	113.886482700	78.6			
T	22.224319500	113.886724900	75.4			
T	22.224327600	113.886799300	73.5			
T	22.224355500	113.886835500	73.2			
T	22.224394500	113.886857500	73.3			
T	22.224567600	113.887043300	73.0			
T	22.224686800	113.887338300	70.8			
T	22.224818600	113.887555700	69.7			
T	22.224853300	113.887582300	69.8			
T	22.224892300	113.887609400	69.8			
T	22.225087100	113.887725300	71.6			
T	22.225125100	113.887749700	72.0			
T	22.225157100	113.887773000	72.3			
T	22.225183500	113.887795000	72.4			
T	22.225214000	113.887823700	72.5			
T	22.225299700	113.887910600	72.4			
T	22.225499900	113.888120600	78.0			
T	22.225516700	113.888140900	78.5			
T	22.225530200	113.888159700	78.7			
T	22.225538800	113.888174900	78.7			
T	22.225546300	113.888190900	78.6			
T	22.225551900	113.888208200	78.4			
T	22.225555200	113.888223800	78.1			
T	22.225558600	113.888246100	77.7			
T	22.225558700	113.888265100	77.1			
T	22.225556800	113.888284600	76.5			
T	22.225550700	113.888305800	75.6			
T	22.225541900	113.888325800	74.7			
T	22.225531100	113.888344100	74.3			
T	22.225517500	113.888361500	74.2			
T	22.225499800	113.888381200	73.9			
T	22.225480000	113.888400000	73.5			
T	22.225445100	113.888428300	72.9			
T	22.225418000	113.888452500	72.4			
T	22.225396400	113.888473300	72.1			
T	22.225378100	113.888494800	71.9			
T	22.225364400	113.888512700	71.8			
T	22.225348900	113.888536100	71.8			
T	22.225338100	113.888554400	71.8			
T	22.225317700	113.888592600	71.9			
T	22.225305100	113.888621200	72.2			
T	22.225281300	113.888691700	74.0			
T	22.225270000	113.888730500	75.2			
T	22.225263900	113.888756900	76.0			
T	22.225218900	113.888977500	82.6			
T	22.225204800	113.889038600	84.1			
T	22.225197300	113.889064400	84.7			
T	22.225187300	113.889089200	85.2			
T	22.225175600	113.889112900	85.7			
T	22.225163300	113.889133500	86.0			
T	22.225151600	113.889150700	86.3			
T	22.225136200	113.889169100	86.5			
T	22.225122900	113.889181100	86.6			
T	22.225109400	113.889190700	86.7			
T	22.225096700	113.889197800	86.6			
T	22.225083800	113.889203400	86.6			
T	22.225065400	113.889208600	86.4			
T	22.225049200	113.889211200	86.2			
T	22.225026400	113.889212100	85.8			
T	22.224985700	113.889209400	85.2			
T	22.224956600	113.889205300	85.1			
T	22.224819600	113.889175100	84.2			
T	22.224771600	113.889166100	84.0			
T	22.224738500	113.889162100	83.9			
T	22.224710100	113.889164300	83.8			
T	22.224683400	113.889172400	83.9			
T	22.224657900	113.889184100	84.0			
T	22.224630900	113.889201300	84.3			
T	22.224609800	113.889219600	84.6			
T	22.224587400	113.889246000	85.2			
T	22.224562400	113.889281700	86.0			
T	22.224534500	113.889325800	87.0			
T	22.224515900	113.889436800	90.0			
T	22.224537200	113.889565100	88.6			
T	22.224596100	113.889679900	87.7			
T	22.224699900	113.889730300	88.4			
T	22.224820500	113.889751600	89.7			
T	22.224920100	113.889777300	90.7			
T	22.225025900	113.889846500	90.5			
T	22.225344800	113.890251500	81.9			
T	22.225388900	113.890302600	81.1			
T	22.225463400	113.890385800	79.8			
T	22.225556200	113.890483500	78.7			
T	22.225749500	113.890605300	78.6			
T	22.225789000	113.890682200	76.6			
T	22.225782000	113.890771600	72.8			
T	22.225796000	113.890872300	69.0			
T	22.226166700	113.891152400	69.0			
T	22.226336300	113.891323500	67.1			
T	22.226443000	113.891383900	66.0			
T	22.226724800	113.891371800	64.6			
T	22.227005400	113.891342300	61.5			
T	22.227134100	113.891226500	66.2			
T	22.227212100	113.891126400	71.2			
T	22.227343700	113.891049900	73.2			
T	22.227514400	113.891051300	71.4			
T	22.227721800	113.891111900	67.6			
T	22.227940200	113.891082800	64.1			
T	22.228042000	113.891013700	64.5			
T	22.228205600	113.890819500	71.9			
T	22.228264700	113.890807500	72.1			
T	22.228314300	113.890818600	71.5			
T	22.228344200	113.890851800	70.5			
T	22.228240200	113.890974400	66.3			
T	22.228190500	113.891056500	63.0			
T	22.228167200	113.891136900	59.8			
T	22.228164900	113.891220300	56.4			
T	22.228170000	113.891382000	49.8			
T	22.228285300	113.891741900	38.7			
T	22.228311400	113.891860600	34.4			
T	22.228316400	113.891927100	32.2			
T	22.228314800	113.891980400	32.6			
T	22.228307700	113.892042300	34.5			
T	22.228234400	113.892478200	43.4			
T	22.228146300	113.892935500	42.4			
T	22.228075500	113.893311000	43.6			
T	22.227960100	113.893771000	46.3			
T	22.227819800	113.894202900	44.1			
T	22.227700000	113.894500000	49.5			
T	22.227589000	113.894810000	53.2			
T	22.227488000	113.895080000	52.6			
T	22.227340000	113.895430000	43.2			
T	22.227180000	113.895790000	37.8			
T	22.227020000	113.896128000	38.2			
T	22.226840000	113.896471000	43.8			
T	22.226481000	113.897090000	44.5			
T	22.226311000	113.897363000	46.5			
T	22.226047400	113.897765200	54.0			
T	22.225992000	113.897881000	55.4			
T	22.225960000	113.897981000	57.3			
T	22.225780000	113.897911000	56.9			
T	22.225700000	113.897887000	56.9			
T	22.225610000	113.897872000	57.2			
T	22.225420000	113.897872000	59.5			
T	22.225370700	113.897868500	60.0			
T	22.225312600	113.897854200	60.1			
T	22.225189900	113.897789700	58.8			
T	22.225097300	113.897771100	59.2			
T	22.224975500	113.897747900	59.4			
T	22.224655500	113.897780400	61.9			
T	22.224218300	113.897722400	51.9			
T	22.223944700	113.897798400	49.7			
T	22.223454800	113.897896400	42.9			
T	22.223079300	113.897910300	37.6			
T	22.222950100	113.898051400	38.6			
T	22.222706000	113.898238500	37.4			
T	22.222641100	113.898389800	38.3			
T	22.222564400	113.898644000	38.8			
T	22.222502500	113.898795000	38.8			
T	22.222261400	113.898929100	33.3			
T	22.222018500	113.899148400	32.3			
T	22.221776700	113.899239400	27.5			
T	22.221524700	113.899393900	25.0			
T	22.221008300	113.899605900	16.9			
T	22.220715100	113.899534500	10.9			
T	22.220691400	113.899503300	10.4			
T	22.220562500	113.899334000	8.1			
T	22.220266700	113.898853500	3.9			
T	22.220116700	113.898749300	3.1			
T	22.219990400	113.898687600	2.8			
T	22.219775600	113.898884100	2.8			
T	22.219548000	113.898936500	3.6			
T	22.219325300	113.898969300	5.0			
T	22.219242300	113.898970900	5.8			
T	22.219084600	113.898814200	9.1			
T	22.218913100	113.898798100	11.1			
T	22.218614400	113.899070300	8.1			
T	22.218468800	113.899234300	6.6			
T	22.218267400	113.899441700	6.0			
T	22.218010500	113.899680800	8.0			
T	22.217845800	113.899808400	10.0			
T	22.217713100	113.899892800	13.4			
T	22.217506400	113.900126500	19.0			
T	22.217423100	113.900203300	21.6			
T	22.217076900	113.900480900	27.8			
T	22.216768600	113.900618700	35.7			
T	22.216330500	113.900728300	50.0			
T	22.216290800	113.900803600	51.4			
T	22.216275400	113.900998500	52.8			
T	22.216164300	113.901327400	55.5			
T	22.216031800	113.901492700	56.5			
T	22.216048100	113.901633500	55.7			
T	22.216032300	113.901948800	58.5			
T	22.215773900	113.902424800	51.3			
T	22.215807800	113.902666500	54.3			
T	22.215779100	113.902793800	53.8			
T	22.215786300	113.902940700	55.5			
T	22.215460500	113.903132400	47.7			
T	22.215311100	113.903273700	43.1			
T	22.215272900	113.903418400	41.9			
T	22.215339100	113.903740300	45.1			
T	22.215523800	113.903846100	52.5			
T	22.215346500	113.904069900	52.5			
T	22.215167800	113.904216300	54.1			
T	22.215070700	113.904205300	51.6			
T	22.214930300	113.904151800	45.9			
T	22.214840200	113.904183700	43.7			
T	22.214747400	113.904282400	43.2			
T	22.214672100	113.904509500	47.1			
T	22.214567500	113.904685300	47.8			
T	22.214462000	113.904965300	50.7			
T	22.214199100	113.905026100	47.1			
T	22.214184000	113.905316600	52.1			
T	22.213909700	113.905241600	49.2			
T	22.213650200	113.905072700	46.3			
T	22.213509900	113.904917900	43.7			
T	22.213326900	113.904751700	39.8			
T	22.213112500	113.904570800	32.8			
T	22.212971400	113.904544000	31.1			
T	22.212758900	113.904572800	31.0			
T	22.212569800	113.904662600	32.4			
T	22.212442900	113.904829200	34.8			
T	22.212289000	113.905076100	35.2			
T	22.212122500	113.905231600	32.3			
T	22.212068800	113.905430000	36.4			
T	22.211971200	113.905540400	37.2			
T	22.211772800	113.905570100	30.0			
T	22.211640400	113.905635000	27.0			
T	22.211575100	113.905730000	27.9			
T	22.211529900	113.905907200	31.2			
T	22.211554800	113.906125700	37.0			
T	22.211465700	113.906260100	37.2			
T	22.211133800	113.906604800	34.5			
T	22.211074300	113.906754700	36.0			
T	22.210846900	113.907092800	39.1			
T	22.210612400	113.907240600	38.8			
T	22.210396400	113.907325300	36.0			
T	22.210318600	113.907414500	37.0			
T	22.210171400	113.907678700	42.4			
T	22.210007300	113.907835600	41.1			
T	22.209944800	113.907938300	40.9			
T	22.209784400	113.908351100	40.5			
T	22.209753000	113.908591300	42.3			
T	22.209670000	113.908744200	40.6			
T	22.209566000	113.909050100	41.6			
T	22.209274800	113.909202200	40.0			
T	22.209146200	113.909215400	39.1			
T	22.209020400	113.909167600	35.4			
T	22.208832000	113.909176300	32.2			
T	22.208640200	113.909310600	35.2			
T	22.208499200	113.909389100	34.2			
T	22.208420000	113.909511600	35.7			
T	22.208350600	113.909924500	49.5			
T	22.208221100	113.910039700	44.8			
T	22.208109300	113.910086200	39.2			
T	22.207857100	113.910375500	36.1			
T	22.207787600	113.910490000	35.0			
T	22.207831800	113.910897300	36.1			
T	22.207917600	113.911040100	37.3			
T	22.207980600	113.911111500	37.4			
T	22.208839100	113.911531000	48.4			
T	22.209156800	113.911826400	46.8			
T	22.209531100	113.911989100	46.1			
T	22.209748300	113.911993500	45.6			
T	22.209865300	113.911951900	46.1			
T	22.209966200	113.912165700	50.4			
T	22.210009400	113.912206400	51.9			
T	22.210104500	113.912169100	53.7			
T	22.210222800	113.912197400	56.7			
T	22.210483100	113.912222400	61.7			
T	22.210644100	113.912217800	64.9			
T	22.210738400	113.912289000	67.0			
T	22.211281900	113.912605800	70.3			
T	22.211709300	113.912598500	71.6			
T	22.211828300	113.912671600	69.1			
T	22.212173000	113.912872300	63.2			
T	22.212247000	113.913223000	55.3			
T	22.212537500	113.913509600	51.8			
T	22.212642300	113.913554100	53.6			
T	22.212718500	113.913727600	48.7			
T	22.212738600	113.913886300	41.6			
T	22.212608300	113.914360700	28.7			
T	22.212420500	113.914429600	23.1			
T	22.212337200	113.914874300	15.4			
T	22.212110800	113.915249200	8.4			
T	22.212101300	113.915453600	10.5			
T	22.212070400	113.915569200	11.4			
T	22.212035400	113.915750100	12.0			
T	22.211864200	113.916040700	10.2			
T	22.211823800	113.916251600	11.0			
T	22.211882200	113.916455900	16.2			
T	22.211947800	113.916440900	18.3			
T	22.212025400	113.916471400	22.5			
T	22.212430900	113.916373400	35.5			
T	22.212529200	113.916403700	38.9			
T	22.212967900	113.916479000	46.4			
T	22.213172200	113.916564700	49.0			
T	22.213361700	113.916665600	52.8			
T	22.213610700	113.916493000	54.4			
T	22.213766600	113.916430300	56.3			
T	22.213895600	113.916439600	59.9			
T	22.214524700	113.916079900	54.8			
T	22.215055700	113.915922600	56.1			
T	22.215523200	113.915814700	53.9			
T	22.215619900	113.915812200	53.4			
T	22.215684100	113.915818200	53.0			
T	22.215815900	113.915945200	50.0			
T	22.215925000	113.916041600	48.3			
T	22.216181700	113.916045300	47.7			
T	22.216294600	113.916034400	46.9			
T	22.216411400	113.915972300	47.3			
T	22.216526900	113.915917800	48.3			
T	22.216641500	113.915885200	49.0			
T	22.217042800	113.915892500	50.0			
T	22.217143900	113.915869600	49.5			
T	22.217262700	113.915828500	47.8			
T	22.217329000	113.915708400	45.9			
T	22.217452700	113.915501600	43.2			
T	22.217573500	113.915313700	44.3			
T	22.217678700	113.915244800	44.4			
T	22.217826400	113.915206600	44.0			
T	22.217966200	113.915219800	41.9			
T	22.218138100	113.915171000	40.9			
T	22.218268900	113.914982000	42.9			
T	22.218444700	113.914672800	39.3			
T	22.218532900	113.914562800	35.5			
T	22.218658500	113.914342900	28.8			
T	22.218752600	113.914192000	27.2			
T	22.218819100	113.914121800	27.5			
T	22.218871600	113.914101800	27.0			
T	22.218936400	113.914103500	26.8			
T	22.218977900	113.914123500	26.6			
T	22.219079300	113.914185800	25.4			
T	22.219128800	113.914214800	24.5			
T	22.219182800	113.914232900	23.8			
T	22.219225000	113.914232900	23.6			
T	22.219253300	113.914224600	23.8			
T	22.219317500	113.914186700	24.8			
T	22.219386100	113.914136900	26.4			
T	22.219602200	113.913998900	29.0			
T	22.219688700	113.913940600	29.0			
T	22.219780000	113.913897000	26.8			
T	22.219923600	113.913857700	20.2			
T	22.220039700	113.913821400	16.3			
T	22.220279200	113.913705900	13.6			
T	22.220434800	113.913695700	15.0			
T	22.220737200	113.913710600	17.4			
T	22.220751400	113.913743400	16.5			
T	22.220855100	113.913971400	10.7			
T	22.220947500	113.914117700	9.0			
T	22.221564000	113.915094500	13.2			
T	22.221707400	113.915386500	12.9			
T	22.221741700	113.915587400	11.5			
T	22.221765200	113.915742100	13.7			
T	22.221750000	113.915899200	15.6			
T	22.221721100	113.915967100	16.3			
T	22.221578900	113.916345800	20.9			
T	22.221506900	113.916517500	20.6			
