type	latitude	longitude	altitude (m)	eos	name	desc
T	22.379446200	114.243568600	341.8			
T	22.379357000	114.243316000	342.2			
T	22.379137000	114.242961000	349.3			
T	22.379021000	114.242777000	353.6			
T	22.378867000	114.242617000	357.5			
T	22.378613000	114.242465000	365.6			
T	22.378482000	114.242408000	369.6			
T	22.378278000	114.242342000	375.5			
T	22.378151900	114.242250400	380.2			
T	22.378041000	114.242134000	384.3			
T	22.377981300	114.241954300	388.0			
T	22.377836000	114.241856000	392.9			
T	22.377655000	114.241945000	396.6			
T	22.377534000	114.241988000	398.6			
T	22.377475000	114.241937000	400.4			
T	22.377374000	114.241859000	402.9			
T	22.377381700	114.241750000	404.7			
T	22.377379000	114.241640200	406.4			
T	22.377270800	114.241570800	409.3			
T	22.377196200	114.241491700	411.7			
T	22.377118600	114.241363600	414.3			
T	22.377060500	114.241242700	415.7			
T	22.376989400	114.241145700	416.7			
T	22.376910000	114.241087000	416.6			
T	22.376778000	114.241060000	415.5			
T	22.376604000	114.241057000	414.3			
T	22.376414000	114.241012000	412.9			
T	22.376403000	114.240847000	413.9			
T	22.376270000	114.240599000	415.4			
T	22.376127000	114.240590000	416.3			
T	22.375948000	114.240462000	416.0			
T	22.375781000	114.240446000	415.2			
T	22.375644000	114.240325000	416.5			
T	22.375557000	114.240216000	417.7			
T	22.375345000	114.239962000	423.1			
T	22.375244000	114.239779000	429.3			
T	22.375081000	114.239525000	434.5			
T	22.374994000	114.239344000	436.1			
T	22.374900000	114.239213000	438.0			
T	22.374725300	114.239139800	443.6			
T	22.374594000	114.239024000	447.3			
T	22.374493000	114.238804000	447.1			
T	22.374303000	114.238573000	448.7			
T	22.374105000	114.238415000	458.7			
T	22.373922000	114.238233000	469.9			
T	22.373836000	114.237997000	472.5			
T	22.373828000	114.237768000	471.9			
T	22.373746000	114.237716000	471.4			
T	22.373688600	114.237681200	470.9			
T	22.373632000	114.237669000	470.5			
T	22.373600800	114.237647500	470.0			
T	22.373462000	114.237552000	466.8			
T	22.373318000	114.237403000	462.6			
T	22.373284000	114.237189000	460.2			
T	22.373225000	114.236874000	464.3			
T	22.373135000	114.236551000	465.9			
T	22.373098000	114.236253000	466.3			
T	22.372979800	114.235775100	467.8			
T	22.372905000	114.235646000	466.5			
T	22.372760700	114.235404100	465.1			
T	22.372686000	114.235279000	465.3			
T	22.372600000	114.235078000	468.6			
T	22.372470000	114.234920000	470.1			
T	22.372390000	114.234856000	469.5			
T	22.372107000	114.234740000	462.8			
T	22.372013000	114.234687000	460.5			
T	22.371894500	114.234642300	456.4			
T	22.371822000	114.234615000	453.6			
T	22.371743000	114.234560000	451.1			
T	22.371735000	114.234368000	457.0			
T	22.371708000	114.234161000	463.6			
T	22.371617000	114.234135000	458.2			
T	22.371498000	114.233952000	454.4			
T	22.371403000	114.233752000	450.2			
T	22.371297000	114.233549000	441.0			
T	22.371267000	114.233452000	438.0			
T	22.371251000	114.233247000	437.5			
T	22.371189000	114.233020000	433.5			
T	22.371132000	114.232947000	427.7			
T	22.371062000	114.232748000	422.4			
T	22.371010000	114.232552000	424.4			
T	22.370958000	114.232464000	421.8			
T	22.370931200	114.232374100	419.6			
T	22.370898000	114.232285000	416.9			
T	22.370832000	114.231973000	409.2			
T	22.370798000	114.231757000	406.5			
T	22.370811000	114.231548000	405.1			
T	22.370834000	114.231324000	403.1			
T	22.370849000	114.231209000	402.4			
T	22.370857000	114.230990000	400.0			
T	22.370844000	114.230772000	395.8			
T	22.370845900	114.230553000	392.0			
T	22.370856600	114.230441000	391.5			
T	22.370854000	114.230326600	389.9			
T	22.370853300	114.230221600	388.0			
T	22.370867700	114.230030000	384.6			
T	22.370937000	114.229804000	384.3			
T	22.370920000	114.229679000	381.0			
T	22.370890000	114.229570000	377.7			
T	22.370811000	114.229330000	370.9			
T	22.370855000	114.229190000	371.6			
T	22.370765000	114.229057000	366.9			
T	22.370753000	114.228886000	366.0			
T	22.370771000	114.228740000	367.0			
T	22.370748000	114.228620000	366.0			
T	22.370670000	114.228522000	362.6			
T	22.370658000	114.228406000	362.5			
T	22.370711000	114.228286000	363.9			
T	22.370780000	114.228173000	364.8			
T	22.370780000	114.228034000	362.9			
T	22.370721000	114.227955000	360.3			
T	22.370639000	114.227872000	357.4			
T	22.370619300	114.227803000	356.7			
T	22.370631800	114.227674400	357.4			
T	22.370674500	114.227550900	359.2			
T	22.370701300	114.227462100	360.2			
T	22.370710500	114.227383200	360.5			
T	22.370711600	114.227374100	360.5			
T	22.370708400	114.227266500	360.4			
T	22.370736500	114.227133300	360.7			
T	22.370720500	114.227063500	359.8			
T	22.370677100	114.226984600	358.3			
T	22.370607000	114.226923000	356.5			
T	22.370483000	114.226822000	356.1			
T	22.370370000	114.226755000	357.1			
T	22.370225000	114.226715000	358.5			
T	22.370106000	114.226729000	359.2			
T	22.369975000	114.226814000	358.0			
T	22.369840000	114.226849000	357.9			
T	22.369747000	114.226876000	357.6			
T	22.369647000	114.226886000	358.0			
T	22.369570000	114.226842000	360.6			
T	22.369485000	114.226789000	363.8			
T	22.369380000	114.226842000	362.7			
T	22.369285000	114.226913000	360.8			
T	22.369192000	114.226954000	360.4			
T	22.369095000	114.226947000	361.4			
T	22.368996000	114.226961000	361.5			
T	22.368915000	114.226901000	364.7			
T	22.368875000	114.226812000	368.6			
T	22.368771000	114.226807000	368.3			
T	22.368680000	114.226842000	366.2			
T	22.368590000	114.226796000	367.8			
T	22.368552000	114.226675000	372.6			
T	22.368562000	114.226569000	374.8			
T	22.368469000	114.226572000	372.8			
T	22.368385000	114.226515000	371.8			
T	22.368316000	114.226454000	371.1			
T	22.368211000	114.226426000	369.8			
T	22.367986000	114.226397000	367.3			
T	22.367901000	114.226348000	367.6			
T	22.367742000	114.226214000	366.1			
T	22.367589000	114.226090000	362.2			
T	22.367487600	114.225988000	358.5			
T	22.367370000	114.225843000	352.9			
T	22.367192000	114.225720000	344.8			
T	22.366990000	114.225730000	344.0			
T	22.366918000	114.225812000	345.5			
T	22.366741000	114.225742000	343.5			
T	22.366628000	114.225565000	340.6			
T	22.366523000	114.225519000	341.2			
T	22.366328000	114.225443000	342.6			
T	22.366218000	114.225434000	342.5			
T	22.366032000	114.225350000	342.9			
T	22.365801000	114.225264000	345.0			
T	22.365588000	114.225231000	345.4			
T	22.365540600	114.225219200	345.7			
T	22.365459000	114.225199000	346.4			
T	22.365244000	114.225158000	348.2			
T	22.365150000	114.225178000	348.0			
T	22.365063000	114.225121000	349.3			
T	22.364904000	114.225016000	351.6			
T	22.364853000	114.224940000	352.8			
T	22.364791000	114.224871000	353.7			
T	22.364626000	114.224715000	359.3			
T	22.364543000	114.224629000	363.5			
T	22.364398000	114.224357000	374.8			
T	22.364223000	114.224163000	391.8			
T	22.364158000	114.224008000	398.9			
T	22.364116000	114.223757000	405.6			
T	22.364065000	114.223649000	409.2			
T	22.364033700	114.223623600	410.6			
T	22.363980000	114.223578000	412.5			
T	22.363860000	114.223516000	416.6			
T	22.363735000	114.223474000	420.5			
T	22.363662000	114.223374000	421.9			
T	22.363602000	114.223230000	419.8			
T	22.363505000	114.223108000	418.2			
T	22.363433000	114.222966000	415.1			
T	22.363318000	114.222844000	413.9			
T	22.363186000	114.222765000	415.5			
T	22.363143900	114.222732200	416.2			
T	22.363049000	114.222658000	417.6			
T	22.362991000	114.222506000	416.0			
T	22.362871000	114.222398000	416.1			
T	22.362737000	114.222384000	419.2			
T	22.362588000	114.222379000	422.7			
T	22.362429000	114.222419000	427.4			
T	22.362301000	114.222436000	431.0			
T	22.362238000	114.222335000	432.5			
T	22.362116000	114.222284000	434.3			
T	22.361976000	114.222244000	435.8			
T	22.361880000	114.222249000	436.0			
T	22.361805900	114.222070000	433.9			
T	22.361720000	114.221898000	432.0			
T	22.361766000	114.221710000	430.9			
T	22.361817000	114.221554000	430.5			
T	22.361809000	114.221416000	430.5			
T	22.361810000	114.221295000	428.7			
T	22.361748000	114.221197000	426.6			
T	22.361656000	114.221117000	425.1			
T	22.361603000	114.221019000	422.3			
T	22.361537000	114.220928000	419.9			
T	22.361447000	114.220858000	418.4			
T	22.361347000	114.220839000	419.2			
T	22.361272000	114.220912000	422.3			
T	22.361263000	114.220899000	422.3			
T	22.361209000	114.220764000	420.3			
T	22.361198000	114.220650000	416.9			
T	22.361217000	114.220535000	412.6			
T	22.361267000	114.220447000	408.2			
T	22.361338000	114.220365000	403.4			
T	22.361405000	114.220281000	399.1			
T	22.361463000	114.220193000	397.0			
T	22.361555000	114.220134000	395.3			
T	22.361667000	114.220110000	394.2			
T	22.361777000	114.220102000	393.5			
T	22.361890000	114.220083000	392.6			
T	22.361990000	114.220056000	391.1			
T	22.362080000	114.220013000	388.9			
T	22.362164000	114.219962000	386.6			
T	22.362248000	114.219909000	383.6			
T	22.362304100	114.219839900	380.6			
T	22.362330500	114.219809300	379.3			
T	22.362257000	114.219820000	380.7			
T	22.362101000	114.219856000	385.2			
T	22.361969100	114.219846600	388.3			
T	22.361868500	114.219875600	388.5			
T	22.361616600	114.219849500	386.1			
T	22.361426300	114.219910300	388.7			
T	22.361290900	114.219928400	392.7			
T	22.361124300	114.219959800	398.6			
T	22.361064700	114.219839200	398.3			
T	22.361023400	114.219635600	393.5			
T	22.360995000	114.219486000	388.7			
T	22.360975400	114.219435600	387.9			
T	22.360891400	114.219368800	390.9			
T	22.360735800	114.219103100	388.6			
T	22.360480900	114.218962100	395.4			
T	22.360348700	114.218830000	398.0			
T	22.360495400	114.218665200	393.3			
T	22.360715700	114.218492400	387.3			
T	22.360743400	114.218346000	388.2			
T	22.360841000	114.218198000	384.3			
T	22.360973800	114.217926200	375.4			
T	22.360934400	114.217798500	374.2			
T	22.360859600	114.217725400	375.6			
T	22.360805700	114.217530300	378.1			
T	22.360718400	114.217381300	381.0			
T	22.360609100	114.217296600	384.2			
T	22.360480000	114.217088600	386.2			
T	22.360288400	114.216885900	390.2			
T	22.360124400	114.216571600	392.1			
T	22.359675900	114.215983800	402.4			
T	22.359458200	114.215892000	412.2			
T	22.359362600	114.215718100	413.8			
T	22.359386200	114.215490300	406.6			
T	22.359263000	114.215322000	409.8			
T	22.359214000	114.215184000	410.4			
T	22.359163200	114.214946400	411.2			
T	22.359154800	114.214907000	412.5			
T	22.359350000	114.214750600	402.8			
T	22.359512500	114.214449000	397.8			
T	22.359608200	114.214243400	401.0			
T	22.359598000	114.213927900	417.4			
T	22.359549700	114.213823200	424.9			
T	22.359594100	114.213779600	423.4			
T	22.359723600	114.213761400	416.3			
T	22.359798100	114.213622700	419.3			
T	22.359767000	114.213152000	425.6			
T	22.359750300	114.212801700	414.7			
T	22.359621000	114.212816000	418.0			
T	22.359490000	114.212877000	423.7			
T	22.359254000	114.213032000	435.6			
T	22.358998000	114.213234000	446.1			
T	22.358892100	114.213347100	449.9			
T	22.358670600	114.213223300	457.2			
T	22.358572400	114.213305400	460.8			
T	22.358525200	114.213239700	462.4			
T	22.358405000	114.213215000	466.2			
T	22.358384200	114.213273600	468.3			
T	22.358261700	114.213250000	471.7			
T	22.358169000	114.213489000	483.6			
T	22.358074000	114.213525000	488.6			
T	22.357963700	114.213265100	482.8			
T	22.357873100	114.213392200	491.8			
T	22.357875000	114.213428900	492.7			
T	22.357849600	114.213495500	495.4			
T	22.357831200	114.213543800	497.1			
T	22.357809400	114.213547700	497.9			
T	22.357777600	114.213505900	498.1			
T	22.357720000	114.213425600	498.1			
T	22.357703500	114.213433400	498.7			
T	22.357655500	114.213567400	501.6			
T	22.357637400	114.213604800	502.4			
T	22.357606900	114.213619000	502.8			
T	22.357575600	114.213604500	503.6			
T	22.357449200	114.213499100	505.1			
T	22.357371100	114.213467400	506.3			
T	22.357185500	114.213682100	509.2			
T	22.357115000	114.213763600	509.6			
T	22.357074100	114.213788800	509.9			
T	22.357030800	114.213795800	510.1			
T	22.356970800	114.213811700	510.6			
T	22.356911500	114.213857100	510.4			
T	22.356856100	114.213914700	510.0			
T	22.356814300	114.213934700	509.7			
T	22.356614700	114.213972000	506.5			
T	22.356590500	114.213988200	505.9			
T	22.356571300	114.214007100	505.5			
T	22.356451900	114.214054800	501.8			
T	22.356315100	114.214137300	496.9			
T	22.356245900	114.214140700	494.2			
T	22.356211400	114.214154800	492.9			
T	22.356132600	114.214152100	489.8			
T	22.356088800	114.214129900	487.7			
T	22.356048100	114.214130500	485.7			
T	22.355947800	114.214166000	481.3			
T	22.355869900	114.214190000	477.7			
T	22.355845700	114.214217800	476.6			
T	22.355837500	114.214244800	476.2			
T	22.355833300	114.214258800	476.0			
T	22.355827100	114.214316900	475.7			
T	22.355819000	114.214354000	475.3			
T	22.355801000	114.214377600	474.5			
T	22.355783600	114.214381000	473.6			
T	22.355798900	114.214219100	474.3			
T	22.355801000	114.214192100	474.4			
T	22.355809900	114.213874100	470.7			
T	22.355810100	114.213787300	469.4			
T	22.355799500	114.213529300	465.1			
T	22.355789900	114.213488500	464.1			
T	22.355779800	114.213334300	461.4			
T	22.355759800	114.213189700	459.6			
T	22.355669900	114.212811400	452.9			
T	22.355651100	114.212696500	452.4			
T	22.355599800	114.212508900	450.4			
T	22.355390100	114.211961300	444.5			
T	22.355368500	114.211880000	444.6			
T	22.355369200	114.211679300	447.7			
T	22.355360400	114.211540100	446.4			
T	22.355281600	114.211291000	437.4			
T	22.355209700	114.211131000	429.1			
T	22.355199900	114.211067500	428.1			
T	22.355190400	114.210982400	427.7			
T	22.355209700	114.210879500	428.6			
T	22.355360500	114.210659000	431.3			
T	22.355390000	114.210558800	430.3			
T	22.355389500	114.210481300	428.1			
T	22.355380200	114.210370300	424.8			
T	22.355379800	114.210270900	422.0			
T	22.355400700	114.210150500	419.6			
T	22.355451300	114.210027500	418.2			
T	22.355538700	114.209881800	414.9			
T	22.355567800	114.209842100	413.8			
T	22.355610800	114.209800400	412.8			
T	22.355737400	114.209711700	412.1			
T	22.355770800	114.209679100	411.5			
T	22.355809800	114.209620000	410.0			
T	22.355830700	114.209570000	408.4			
T	22.355919500	114.209190100	397.6			
T	22.355920100	114.209107800	396.2			
T	22.355909900	114.209060200	395.5			
T	22.355859100	114.208959700	393.8			
T	22.355800900	114.208872600	393.0			
T	22.355776400	114.208835700	393.5			
T	22.355593300	114.208641700	395.7			
T	22.355199800	114.208170200	393.5			
T	22.355159800	114.208108600	392.8			
T	22.355098000	114.207979000	392.6			
T	22.355090700	114.207910400	394.1			
T	22.355090400	114.207680100	402.0			
T	22.354999300	114.207328000	409.3			
T	22.354970300	114.207239800	408.7			
T	22.354851800	114.207101600	398.0			
T	22.354679900	114.206909800	387.3			
T	22.354651200	114.206859200	386.0			
T	22.354641800	114.206814500	385.4			
T	22.354638900	114.206786000	385.2			
T	22.354639800	114.206761400	385.1			
T	22.354642300	114.206737300	385.2			
T	22.354645800	114.206716100	385.3			
T	22.354650500	114.206700300	385.5			
T	22.354656500	114.206685300	385.7			
T	22.354664400	114.206671000	386.1			
T	22.354673900	114.206656900	386.5			
T	22.354686900	114.206640500	387.1			
T	22.354707500	114.206616900	388.2			
T	22.354837600	114.206482200	394.4			
T	22.354850900	114.206466900	394.9			
T	22.354860000	114.206454500	395.3			
T	22.354867800	114.206441600	395.6			
T	22.354880200	114.206416600	396.0			
T	22.354894000	114.206385000	396.3			
T	22.354904900	114.206355800	396.2			
T	22.354915900	114.206320500	396.0			
T	22.354924400	114.206285700	395.8			
T	22.354930100	114.206253700	395.5			
T	22.354934900	114.206216700	395.2			
T	22.354937300	114.206178900	394.7			
T	22.354983500	114.205010000	371.7			
T	22.354984500	114.204953600	371.4			
T	22.354984100	114.204808100	370.4			
T	22.354982000	114.204764000	370.0			
T	22.354977900	114.204716500	369.5			
T	22.354973400	114.204677200	369.5			
T	22.354969100	114.204652900	369.4			
T	22.354964400	114.204631200	369.3			
T	22.354957100	114.204604700	369.0			
T	22.354950300	114.204583700	368.8			
T	22.354925600	114.204520000	367.9			
T	22.354913400	114.204491600	367.5			
T	22.354898500	114.204463000	366.9			
T	22.354882200	114.204435600	366.5			
T	22.354862100	114.204406500	366.1			
T	22.354379400	114.203768400	353.8			
T	22.354350700	114.203720000	352.6			
T	22.354350700	114.203599300	355.8			
T	22.354399400	114.203462100	359.9			
T	22.354429400	114.203349000	362.5			
T	22.354409500	114.203269900	357.3			
T	22.354361900	114.203116500	344.8			
T	22.354339400	114.203019700	337.3			
T	22.354380400	114.202629400	324.7			
T	22.354451000	114.202467900	328.2			
T	22.354491300	114.202439400	331.8			
T	22.354539100	114.202420200	336.3			
T	22.354619200	114.202369100	344.0			
T	22.354650000	114.202319100	346.8			
T	22.354688700	114.202261200	350.6			
T	22.354699300	114.202210000	351.2			
T	22.354699500	114.202148700	349.5			
T	22.354692000	114.202118000	347.8			
T	22.354680100	114.202069500	345.2			
T	22.354469400	114.201367800	311.2			
T	22.354440100	114.201294200	308.0			
T	22.354439500	114.201181800	307.2			
T	22.354460300	114.201118600	308.5			
T	22.354638500	114.200811400	319.8			
T	22.354689000	114.200690800	320.4			
T	22.354689400	114.200640900	319.1			
